,lead_number,activity_score,profile_score,converted
4490,616597,,,0
4491,616596,,,0
4492,616592,,,0
4493,616591,,,0
4494,616586,,,1
4495,616581,,,0
4496,616576,,,1
4497,616572,,,1
4498,616567,,,1
4499,616561,,,0
4500,616560,,,0
4501,616540,,,0
4502,616534,,,0
4503,616531,,,0
4504,616521,,,1
4505,616514,,,1
4506,616507,,,0
4507,616506,,,0
4508,616493,,,1
4509,616460,,,0
4510,616456,,,0
4511,616453,,,0
4512,616444,,,1
4513,616442,,,0
4514,616421,,,0
4515,616420,,,0
4516,616401,,,0
4517,616397,,,0
4518,616382,,,0
4519,616359,,,0
4520,616349,,,1
4521,616347,,,0
4522,616332,,,0
4523,616325,,,1
4524,616275,,,0
4525,616261,,,1
4526,616247,13.0,17.0,0
4527,616237,,,0
4528,616232,,,1
4529,616225,,,0
4530,616210,,,0
4531,616206,,,1
4532,616185,,,1
4533,616183,,,0
4534,616173,,,0
4535,616164,,,1
4536,616152,,,0
4537,616149,,,1
4538,616146,,,0
4539,616143,,,1
4540,616130,,,1
4541,616127,,,0
4542,616116,,,0
4543,616102,,,1
4544,616085,,,0
4545,616074,,,0
4546,616073,,,1
4547,616068,,,1
4548,616067,,,1
4549,616059,13.0,20.0,1
4550,616058,,,1
4551,616049,,,1
4552,616047,,,0
4553,616046,12.0,15.0,0
4554,616037,,,0
4555,616035,,,1
4556,616023,,,1
4557,616018,15.0,17.0,0
4558,616009,,,0
4559,616003,,,1
4560,616002,,,0
4561,615997,14.0,19.0,0
4562,615988,,,0
4563,615968,,,0
4564,615964,,,1
4565,615958,,,0
4566,615952,,,0
4567,615950,,,0
4568,615948,,,1
4569,615932,,,1
4570,615929,,,0
4571,615917,,,0
4572,615912,,,0
4573,615906,,,1
4574,615899,,,0
4575,615885,,,0
4576,615883,,,0
4577,615878,,,1
4578,615877,,,1
4579,615865,,,0
4580,615853,,,1
4581,615844,,,1
4582,615839,,,0
4583,615827,,,1
4584,615813,,,1
4585,615809,,,1
4586,615804,,,1
4587,615801,,,1
4588,615795,,,0
4589,615769,,,1
4590,615754,,,0
4591,615753,,,0
4592,615740,,,1
4593,615737,,,0
4594,615722,,,0
4595,615719,,,0
4596,615713,,,0
4597,615707,10.0,17.0,1
4598,615705,,,0
4599,615704,,,1
4600,615700,,,0
4601,615687,,,0
4602,615679,,,1
4603,615658,,,1
4604,615645,,,1
4605,615643,15.0,16.0,0
4606,615616,,,1
4607,615607,,,1
4608,615582,,,1
4609,615563,,,0
4610,615558,,,1
4611,615556,17.0,14.0,0
4612,615534,,,1
4613,615524,14.0,17.0,1
4614,615507,,,1
4615,615502,,,0
4616,615501,,,0
4617,615500,,,0
4618,615488,,,0
4619,615481,,,1
4620,615477,,,0
4621,615473,,,0
4622,615468,,,0
4623,615466,,,1
4624,615461,,,1
4625,615453,,,1
4626,615452,,,0
4627,615429,,,1
4628,615425,,,1
4629,615386,,,1
4630,615353,,,0
4631,615333,,,0
4632,615326,,,0
4633,615320,,,1
4634,615309,15.0,18.0,1
4635,615283,,,1
4636,615282,,,0
4637,615279,,,0
4638,615278,,,0
4639,615271,,,0
4640,615265,,,0
4641,615239,,,0
4642,615227,,,1
4643,615216,,,1
4644,615194,,,0
4645,615193,,,1
4646,615172,,,1
4647,615155,,,0
4648,615125,,,1
4649,615121,,,0
4650,615108,,,0
4651,615106,16.0,12.0,1
4652,615080,,,1
4653,615069,,,1
4654,615065,,,0
4655,615064,,,1
4656,615063,,,0
4657,615038,,,0
4658,615032,13.0,16.0,0
4659,615031,,,0
4660,615013,,,1
4661,615009,,,0
4662,614998,,,1
4663,614996,,,1
4664,614988,,,0
4665,614974,,,1
4666,614973,,,0
4667,614964,,,1
4668,614961,,,0
4669,614938,,,0
4670,614930,,,0
4671,614924,,,1
4672,614920,,,1
4673,614912,,,0
4674,614911,,,1
4675,614906,,,1
4676,614902,14.0,19.0,1
4677,614900,,,1
4678,614878,,,0
4679,614865,,,1
4680,614849,,,1
4681,614846,,,1
4682,614845,,,1
4683,614840,,,1
4684,614828,,,0
4685,614821,,,0
4686,614819,,,1
4687,614817,,,0
4688,614804,,,1
4689,614799,,,0
4690,614798,,,1
4691,614796,,,0
4692,614794,,,0
4693,614791,,,1
4694,614777,,,0
4695,614745,,,0
4696,614744,,,0
4697,614729,,,0
4698,614723,,,0
4699,614708,,,0
4700,614705,,,1
4701,614697,,,0
4702,614695,,,0
4703,614694,,,1
4704,614685,,,0
4705,614668,,,0
4706,614665,,,0
4707,614655,,,1
4708,614635,,,1
4709,614630,,,0
4710,614625,,,0
4711,614623,,,0
4712,614615,,,0
4713,614607,,,0
4714,614597,,,0
4715,614587,,,0
4716,614586,,,0
4717,614573,,,1
4718,614570,,,0
4719,614568,,,1
4720,614566,,,0
4721,614565,,,0
4722,614563,,,0
4723,614557,,,1
4724,614554,,,1
4725,614541,,,0
4726,614535,,,0
4727,614529,,,0
4728,614523,,,0
4729,614511,,,0
4730,614508,,,0
4731,614506,,,1
4732,614498,,,1
4733,614482,,,1
4734,614480,,,1
4735,614475,,,1
4736,614470,,,0
4737,614463,,,1
4738,614458,15.0,19.0,1
4739,614441,,,1
4740,614434,,,1
4741,614387,,,0
4742,614343,,,1
4743,614324,,,1
4744,614292,,,0
4745,614287,,,0
4746,614282,,,0
4747,614268,,,0
4748,614259,,,1
4749,614251,,,0
4750,614238,,,1
4751,614229,,,0
4752,614226,,,0
4753,614222,,,1
4754,614219,,,0
4755,614218,,,0
4756,614213,,,0
4757,614206,,,1
4758,614205,,,1
4759,614204,,,0
4760,614202,,,0
4761,614200,,,1
4762,614189,,,0
4763,614186,,,0
4764,614179,,,0
4765,614151,,,1
4766,614146,,,1
4767,614140,,,0
4768,614139,,,0
4769,614132,,,1
4770,614115,,,0
4771,614107,,,1
4772,614103,,,1
4773,614100,,,1
4774,614097,,,1
4775,614096,,,1
4776,614095,,,1
4777,614091,15.0,19.0,1
4778,614090,,,0
4779,614087,,,1
4780,614082,,,1
4781,614080,,,1
4782,614077,,,1
4783,614071,,,0
4784,614070,,,1
4785,614066,,,0
4786,614067,,,1
4787,614056,,,0
4788,614042,,,1
4789,614038,,,1
4790,614037,,,0
4791,614036,,,1
4792,614021,,,0
4793,614018,,,1
4794,614007,,,1
4795,613979,15.0,12.0,1
4796,613976,13.0,15.0,0
4797,613975,,,1
4798,613966,,,0
4799,613965,,,1
4800,613964,,,0
4801,613947,,,1
4802,613938,,,1
4803,613918,,,1
4804,613917,,,1
4805,613879,,,0
4806,613861,,,0
4807,613858,,,1
4808,613854,,,0
4809,613852,,,1
4810,613850,,,1
4811,613825,,,0
4812,613818,,,1
4813,613814,,,0
4814,613809,,,0
4815,613797,,,1
4816,613774,,,1
4817,613769,,,0
4818,613750,,,0
4819,613738,,,1
4820,613732,10.0,16.0,0
4821,613711,,,0
4822,613707,,,1
4823,613698,,,0
4824,613697,,,0
4825,613689,,,1
4826,613688,,,1
4827,613684,,,1
4828,613680,,,0
4829,613679,,,0
4830,613668,,,1
4831,613660,,,1
4832,613659,,,1
4833,613655,,,1
4834,613650,,,1
4835,613635,,,0
4836,613632,,,0
4837,613633,,,1
4838,613624,,,1
4839,613622,15.0,20.0,1
4840,613614,,,0
4841,613611,,,0
4842,613597,,,0
4843,613583,,,1
4844,613574,,,1
4845,613565,,,0
4846,613553,,,0
4847,613545,,,1
4848,613544,,,0
4849,613542,,,1
4850,613541,,,1
4851,613533,,,1
4852,613525,,,1
4853,613517,,,0
4854,613506,,,0
4855,613497,,,1
4856,613488,,,1
4857,613483,,,1
4858,613459,,,1
4859,613440,,,0
4860,613438,,,1
4861,613423,,,1
4862,613405,,,1
4863,613398,,,1
4864,613391,,,0
4865,613383,,,1
4866,613378,,,0
4867,613352,,,1
4868,613346,,,1
4869,613343,,,1
4870,613339,,,0
4871,613330,,,0
4872,613326,,,1
4873,613322,,,1
4874,613318,,,0
4875,613289,,,1
4876,613275,,,0
4877,613210,,,1
4878,613195,,,1
4879,613194,,,1
4880,613193,,,1
4881,613188,,,1
4882,613178,,,1
4883,613149,,,0
4884,613148,,,0
4885,613129,,,1
4886,613102,,,0
4887,613099,,,0
4888,613087,,,0
4889,613083,,,0
4890,613070,,,1
4891,613046,,,1
4892,613042,,,1
4893,613035,,,0
4894,613027,,,0
4895,613019,,,0
4896,613016,,,1
4897,612984,15.0,17.0,0
4898,612983,,,1
4899,612980,,,1
4900,612971,,,1
4901,612968,,,1
4902,612954,,,1
4903,612946,,,0
4904,612920,,,0
4905,612919,,,1
4906,612899,,,0
4907,612884,,,0
4908,612877,,,0
4909,612869,,,1
4910,612862,,,0
4911,612846,,,0
4912,612838,,,0
4913,612836,,,1
4914,612830,,,0
4915,612809,,,0
4916,612802,,,0
4917,612796,,,0
4918,612791,,,0
4919,612780,,,1
4920,612771,,,1
4921,612761,,,0
4922,612752,,,1
4923,612748,,,1
4924,612745,,,1
4925,612740,,,1
4926,612736,,,1
4927,612731,,,1
4928,612728,,,1
4929,612711,17.0,18.0,1
4930,612709,,,1
4931,612699,,,0
4932,612698,,,0
4933,612690,,,0
4934,612680,,,1
4935,612679,,,1
4936,612669,,,0
4937,612658,,,0
4938,612657,,,0
4939,612647,,,0
4940,612639,,,1
4941,612637,,,1
4942,612618,,,1
4943,612605,14.0,18.0,1
4944,612603,,,1
4945,612598,,,0
4946,612587,,,0
4947,612578,,,1
4948,612572,,,1
4949,612548,,,1
4950,612546,,,0
4951,612542,,,0
4952,612532,,,1
4953,612511,,,0
4954,612509,15.0,18.0,0
4955,612484,,,1
4956,612479,,,0
4957,612469,,,1
4958,612466,,,0
4959,612458,,,0
4960,612428,,,1
4961,612424,,,0
4962,612395,,,0
4963,612345,,,1
4964,612320,,,0
4965,612304,,,1
4966,612298,,,0
4967,612293,,,0
4968,612288,,,1
4969,612266,,,1
4970,612252,,,0
4971,612248,,,1
4972,612233,,,0
4973,612231,15.0,16.0,1
4974,612223,,,1
4975,612180,,,0
4976,612162,,,0
4977,612160,,,1
4978,612152,,,0
4979,612148,,,1
4980,612147,,,0
4981,612134,,,0
4982,612085,,,1
4983,612074,,,1
4984,612067,,,1
4985,612062,,,0
4986,612050,,,0
4987,612047,,,0
4988,612038,,,0
4989,612027,,,0
4990,612022,,,1
4991,612020,,,0
4992,612006,,,1
4993,612000,,,1
4994,611999,,,0
4995,611994,,,0
4996,611960,,,0
4997,611948,,,1
4998,611944,,,0
4999,611935,,,0
5000,611930,,,1
5001,611920,,,0
5002,611910,,,0
5003,611906,,,0
5004,611900,,,0
5005,611884,,,0
5006,611873,,,0
5007,611863,,,1
5008,611849,,,0
5009,611844,,,1
5010,611801,,,1
5011,611795,,,0
5012,611790,,,1
5013,611752,,,0
5014,611746,,,0
5015,611733,,,1
5016,611732,,,1
5017,611720,17.0,17.0,0
5018,611715,,,0
5019,611662,,,1
5020,611658,,,0
5021,611651,,,1
5022,611640,,,1
5023,611599,,,0
5024,611595,,,0
5025,611592,,,0
5026,611589,,,1
5027,611567,,,1
5028,611560,,,0
5029,611558,,,0
5030,611552,,,0
5031,611543,,,0
5032,611536,,,1
5033,611523,,,0
5034,611519,,,0
5035,611498,,,1
5036,611478,,,1
5037,611458,,,1
5038,611456,,,0
5039,611447,,,0
5040,611444,,,0
5041,611433,,,0
5042,611410,,,1
5043,611386,,,1
5044,611380,,,1
5045,611379,,,0
5046,611369,,,0
5047,611368,,,0
5048,611359,,,0
5049,611355,,,1
5050,611351,,,1
5051,611347,,,1
5052,611316,,,1
5053,611308,,,0
5054,611302,,,0
5055,611296,,,0
5056,611284,,,0
5057,611283,15.0,18.0,1
5058,611277,14.0,16.0,1
5059,611262,,,0
5060,611257,,,1
5061,611251,,,1
5062,611225,,,1
5063,611224,,,0
5064,611223,,,0
5065,611217,14.0,18.0,0
5066,611216,,,0
5067,611211,,,0
5068,611207,,,1
5069,611201,,,0
5070,611192,,,0
5071,611186,,,1
5072,611185,,,0
5073,611183,,,0
5074,611181,,,0
5075,611153,,,0
5076,611150,,,1
5077,611144,,,1
5078,611143,,,1
5079,611142,,,0
5080,611126,,,1
5081,611118,,,0
5082,611103,,,0
5083,611101,,,0
5084,611079,,,1
5085,611078,,,0
5086,611076,,,0
5087,611072,,,1
5088,611068,,,0
5089,611064,,,1
5090,611055,,,0
5091,611052,,,0
5092,611048,,,1
5093,611029,,,1
5094,610994,,,0
5095,610985,,,0
5096,610976,,,1
5097,610971,,,0
5098,610957,,,0
5099,610956,,,0
5100,610944,,,0
5101,610920,,,0
5102,610904,,,0
5103,610888,,,0
5104,610883,,,0
5105,610872,,,0
5106,610866,,,0
5107,610865,,,0
5108,610860,,,0
5109,610833,,,0
5110,610800,,,0
5111,610784,,,0
5112,610781,,,0
5113,610779,,,0
5114,610777,,,0
5115,610776,,,0
5116,610766,,,1
5117,610757,,,0
5118,610749,13.0,17.0,0
5119,610744,,,0
5120,610717,,,1
5121,610684,,,0
5122,610683,,,0
5123,610682,,,0
5124,610672,,,0
5125,610671,,,0
5126,610663,,,0
5127,610662,,,1
5128,610661,,,0
5129,610651,14.0,15.0,0
5130,610648,,,0
5131,610615,,,1
5132,610601,,,0
5133,610590,,,0
5134,610582,,,0
5135,610574,,,1
5136,610568,,,0
5137,610562,,,1
5138,610550,,,0
5139,610525,,,0
5140,610523,,,0
5141,610511,,,1
5142,610510,,,1
5143,610499,,,0
5144,610490,,,0
5145,610485,,,1
5146,610473,,,1
5147,610472,,,0
5148,610461,,,1
5149,610458,,,0
5150,610456,,,0
5151,610453,,,0
5152,610441,,,0
5153,610437,,,0
5154,610435,,,1
5155,610418,,,0
5156,610408,,,0
5157,610398,,,0
5158,610391,,,1
5159,610385,,,1
5160,610383,,,0
5161,610382,,,0
5162,610375,,,0
5163,610364,,,0
5164,610357,,,0
5165,610341,,,0
5166,610339,,,0
5167,610330,,,1
5168,610311,,,0
5169,610300,,,0
5170,610294,,,1
5171,610290,,,0
5172,610280,,,0
5173,610273,,,1
5174,610270,,,0
5175,610249,,,1
5176,610230,15.0,15.0,0
5177,610220,,,0
5178,610208,,,0
5179,610199,,,1
5180,610172,,,1
5181,610165,,,0
5182,610164,,,0
5183,610159,,,1
5184,610153,,,0
5185,610147,,,0
5186,610145,,,1
5187,610141,,,0
5188,610139,,,0
5189,610131,,,1
5190,610126,,,1
5191,610099,,,0
5192,610095,,,0
5193,610092,,,0
5194,610091,15.0,16.0,1
5195,610077,,,1
5196,610052,,,1
5197,610041,,,1
5198,610025,,,1
5199,610000,,,0
5200,609999,,,0
5201,609962,11.0,15.0,0
5202,609951,,,0
5203,609920,15.0,15.0,0
5204,609912,,,0
5205,609902,,,1
5206,609897,16.0,13.0,1
5207,609892,,,1
5208,609879,,,0
5209,609871,,,0
5210,609859,,,1
5211,609858,,,1
5212,609847,,,1
5213,609838,,,1
5214,609832,,,0
5215,609826,,,0
5216,609819,,,0
5217,609808,,,1
5218,609801,,,0
5219,609761,,,1
5220,609752,,,1
5221,609739,,,1
5222,609731,,,0
5223,609708,,,1
5224,609706,,,0
5225,609702,,,1
5226,609701,,,0
5227,609697,,,0
5228,609686,,,0
5229,609677,,,1
5230,609659,,,0
5231,609640,,,1
5232,609634,,,0
5233,609620,,,1
5234,609618,,,0
5235,609598,,,0
5236,609592,15.0,18.0,1
5237,609589,,,0
5238,609588,,,0
5239,609585,,,0
5240,609576,,,1
5241,609574,,,0
5242,609567,,,0
5243,609561,,,0
5244,609557,,,0
5245,609554,,,0
5246,609540,,,0
5247,609537,,,0
5248,609517,,,0
5249,609514,,,0
5250,609500,,,0
5251,609489,,,1
5252,609486,,,1
5253,609475,,,1
5254,609470,,,0
5255,609465,,,1
5256,609464,,,0
5257,609462,,,0
5258,609451,,,1
5259,609437,,,1
5260,609435,,,0
5261,609431,,,0
5262,609429,,,0
5263,609425,14.0,20.0,1
5264,609419,,,0
5265,609409,,,0
5266,609397,14.0,16.0,1
5267,609387,,,0
5268,609385,,,0
5269,609383,,,0
5270,609372,,,1
5271,609362,,,0
5272,609355,,,1
5273,609354,15.0,15.0,0
5274,609351,,,0
5275,609349,,,1
5276,609334,,,1
5277,609333,,,0
5278,609314,,,0
5279,609296,,,0
5280,609278,,,0
5281,609268,,,0
5282,609266,,,0
5283,609249,,,0
5284,609244,,,1
5285,609219,,,0
5286,609211,,,1
5287,609210,,,0
5288,609203,,,0
5289,609202,,,0
5290,609195,,,1
5291,609192,,,1
5292,609191,,,1
5293,609185,,,1
5294,609182,,,0
5295,609181,,,0
5296,609176,,,0
5297,609170,,,0
5298,609169,,,0
5299,609166,,,0
5300,609161,,,0
5301,609160,13.0,15.0,0
5302,609145,,,0
5303,609141,,,0
5304,609137,,,1
5305,609135,,,0
5306,609130,,,0
5307,609128,,,0
5308,609103,,,0
5309,609098,,,0
5310,609095,,,0
5311,609080,,,0
5312,609072,,,1
5313,609068,,,1
5314,609067,,,1
5315,609051,,,1
5316,609043,,,0
5317,609041,,,0
5318,609024,,,0
5319,609021,,,1
5320,609020,,,1
5321,609012,,,0
5322,609006,,,1
5323,609002,,,0
5324,609001,,,1
5325,608990,,,0
5326,608967,,,1
5327,608963,,,0
5328,608960,,,0
5329,608941,,,0
5330,608929,15.0,13.0,1
5331,608916,,,0
5332,608912,,,0
5333,608909,,,0
5334,608908,,,1
5335,608902,,,0
5336,608901,,,0
5337,608897,,,0
5338,608896,,,0
5339,608893,,,1
5340,608882,,,0
5341,608869,,,0
5342,608857,,,0
5343,608852,,,1
5344,608851,17.0,15.0,0
5345,608842,,,1
5346,608835,,,1
5347,608834,,,0
5348,608823,,,0
5349,608819,16.0,16.0,1
5350,608809,,,0
5351,608807,,,0
5352,608793,,,0
5353,608791,,,1
5354,608784,,,1
5355,608760,,,0
5356,608758,,,0
5357,608753,,,0
5358,608751,,,0
5359,608733,,,0
5360,608730,,,0
5361,608727,,,1
5362,608721,,,1
5363,608711,,,1
5364,608709,,,1
5365,608699,,,0
5366,608687,10.0,16.0,0
5367,608677,15.0,15.0,1
5368,608663,,,0
5369,608638,,,0
5370,608636,,,0
5371,608635,,,0
5372,608628,,,1
5373,608619,,,1
5374,608612,,,0
5375,608606,,,0
5376,608597,,,1
5377,608583,,,1
5378,608581,,,0
5379,608573,,,1
5380,608571,,,0
5381,608567,12.0,14.0,0
5382,608557,,,1
5383,608544,,,1
5384,608541,,,0
5385,608540,,,0
5386,608539,,,1
5387,608537,,,0
5388,608529,,,0
5389,608492,,,1
5390,608489,,,1
5391,608488,,,1
5392,608483,,,0
5393,608481,,,1
5394,608470,,,0
5395,608451,,,1
5396,608449,,,0
5397,608443,14.0,18.0,0
5398,608440,,,0
5399,608439,,,0
5400,608436,,,1
5401,608434,,,0
5402,608427,,,0
5403,608412,,,1
5404,608409,,,0
5405,608408,,,0
5406,608403,,,0
5407,608398,,,0
5408,608371,,,1
5409,608370,,,1
5410,608369,,,0
5411,608365,16.0,18.0,1
5412,608360,,,1
5413,608349,,,1
5414,608348,,,1
5415,608336,,,0
5416,608334,,,0
5417,608332,,,0
5418,608330,,,1
5419,608325,,,0
5420,608316,,,0
5421,608309,,,0
5422,608307,,,0
5423,608305,,,1
5424,608302,,,0
5425,608290,,,1
5426,608284,15.0,20.0,1
5427,608277,,,0
5428,608267,,,0
5429,608266,,,0
5430,608261,,,1
5431,608257,,,0
5432,608255,,,1
5433,608251,,,1
5434,608250,,,0
5435,608246,,,1
5436,608239,,,1
5437,608233,15.0,19.0,0
5438,608231,12.0,16.0,0
5439,608218,,,1
5440,608217,,,0
5441,608212,,,1
5442,608186,,,0
5443,608183,,,1
5444,608181,,,0
5445,608175,,,0
5446,608169,,,0
5447,608164,,,0
5448,608163,,,1
5449,608161,,,0
5450,608150,,,0
5451,608143,,,1
5452,608135,,,0
5453,608132,,,1
5454,608131,,,0
5455,608125,,,1
5456,608120,,,1
5457,608116,,,0
5458,608114,,,0
5459,608107,,,1
5460,608106,,,1
5461,608100,,,1
5462,608096,,,1
5463,608093,,,0
5464,608088,,,0
5465,608081,,,1
5466,608077,,,0
5467,608064,,,0
5468,608055,,,0
5469,608049,,,0
5470,608022,,,1
5471,608009,,,0
5472,608003,15.0,14.0,0
5473,608001,,,1
5474,607984,,,0
5475,607965,,,0
5476,607964,,,0
5477,607963,,,0
5478,607939,,,0
5479,607929,,,1
5480,607916,,,1
5481,607907,,,0
5482,607902,,,0
5483,607885,,,0
5484,607877,,,0
5485,607867,,,0
5486,607850,,,0
5487,607845,,,0
5488,607837,,,0
5489,607814,,,1
5490,607799,14.0,20.0,1
5491,607795,,,0
5492,607774,,,1
5493,607765,,,0
5494,607756,,,0
5495,607748,,,0
5496,607745,,,0
5497,607738,,,0
5498,607737,,,0
5499,607721,,,1
5500,607699,,,0
5501,607697,,,0
5502,607690,,,1
5503,607689,,,0
5504,607688,,,0
5505,607674,,,1
5506,607673,,,1
5507,607656,,,0
5508,607643,,,0
5509,607640,,,1
5510,607639,,,1
5511,607638,,,0
5512,607630,,,0
5513,607626,,,0
5514,607615,,,0
5515,607614,,,0
5516,607611,,,1
5517,607605,,,0
5518,607575,13.0,16.0,0
5519,607568,,,1
5520,607556,,,0
5521,607548,,,0
5522,607542,,,0
5523,607539,,,0
5524,607532,,,1
5525,607531,16.0,14.0,1
5526,607520,,,1
5527,607501,,,0
5528,607498,16.0,18.0,1
5529,607497,,,1
5530,607494,,,0
5531,607491,,,0
5532,607487,,,0
5533,607485,,,0
5534,607483,,,1
5535,607481,,,0
5536,607476,,,1
5537,607471,,,0
5538,607470,,,0
5539,607467,,,0
5540,607465,,,1
5541,607459,,,1
5542,607416,,,0
5543,607413,,,0
5544,607411,,,0
5545,607384,,,0
5546,607383,,,0
5547,607362,,,0
5548,607359,,,1
5549,607357,,,1
5550,607355,,,0
5551,607345,,,1
5552,607344,,,0
5553,607341,,,1
5554,607333,,,0
5555,607320,,,0
5556,607318,,,0
5557,607310,,,0
5558,607308,,,0
5559,607283,,,1
5560,607282,,,1
5561,607279,,,1
5562,607274,,,1
5563,607273,,,0
5564,607266,,,0
5565,607265,,,0
5566,607259,,,0
5567,607239,,,0
5568,607234,,,0
5569,607232,,,0
5570,607231,,,0
5571,607221,,,1
5572,607213,,,0
5573,607198,,,0
5574,607173,,,0
5575,607172,,,0
5576,607159,,,1
5577,607154,,,1
5578,607149,13.0,18.0,0
5579,607148,,,1
5580,607144,,,0
5581,607141,,,0
5582,607134,,,0
5583,607133,,,0
5584,607128,,,0
5585,607115,15.0,19.0,1
5586,607109,,,1
5587,607106,,,0
5588,607104,,,1
5589,607101,,,1
5590,607097,,,0
5591,607089,,,1
5592,607069,,,0
5593,607067,,,0
5594,607066,15.0,15.0,0
5595,607059,,,0
5596,607050,,,0
5597,607049,,,1
5598,607046,,,0
5599,607036,,,1
5600,607015,,,0
5601,606988,,,0
5602,606986,,,1
5603,606982,,,1
5604,606981,,,0
5605,606978,,,0
5606,606976,,,1
5607,606970,,,0
5608,606961,,,0
5609,606951,,,0
5610,606927,,,0
5611,606920,,,1
5612,606905,,,0
5613,606903,,,0
5614,606902,,,0
5615,606895,,,0
5616,606893,,,0
5617,606890,,,1
5618,606886,,,0
5619,606878,,,0
5620,606872,11.0,18.0,0
5621,606860,,,1
5622,606851,,,0
5623,606850,,,1
5624,606827,,,0
5625,606823,17.0,15.0,0
5626,606821,,,0
5627,606814,,,0
5628,606803,,,0
5629,606790,,,1
5630,606789,,,0
5631,606788,,,1
5632,606773,,,0
5633,606760,,,1
5634,606750,,,0
5635,606748,,,0
5636,606730,,,0
5637,606704,,,1
5638,606702,,,1
5639,606698,,,1
5640,606685,,,0
5641,606679,,,1
5642,606677,,,0
5643,606675,,,0
5644,606672,,,1
5645,606664,,,0
5646,606663,,,1
5647,606661,,,1
5648,606658,,,0
5649,606653,,,1
5650,606650,,,0
5651,606643,,,1
5652,606642,,,0
5653,606618,,,1
5654,606606,,,0
5655,606594,,,1
5656,606592,16.0,18.0,1
5657,606589,,,1
5658,606574,,,0
5659,606573,,,1
5660,606572,,,0
5661,606560,,,1
5662,606559,,,1
5663,606552,,,0
5664,606548,,,0
5665,606530,,,0
5666,606526,,,1
5667,606524,,,0
5668,606520,,,0
5669,606513,,,0
5670,606510,,,0
5671,606508,,,1
5672,606507,,,0
5673,606502,,,1
5674,606497,,,0
5675,606491,,,0
5676,606481,,,0
5677,606479,,,0
5678,606475,,,0
5679,606470,,,0
5680,606458,,,0
5681,606428,,,0
5682,606418,,,0
5683,606410,,,1
5684,606409,,,0
5685,606404,,,1
5686,606393,,,1
5687,606387,,,1
5688,606383,,,1
5689,606381,14.0,15.0,0
5690,606340,,,0
5691,606337,,,0
5692,606336,,,1
5693,606332,,,0
5694,606327,,,0
5695,606316,,,1
5696,606314,,,0
5697,606311,,,1
5698,606309,,,1
5699,606306,,,1
5700,606303,,,1
5701,606298,,,0
5702,606276,,,0
5703,606271,,,0
5704,606265,,,0
5705,606192,,,1
5706,606187,,,1
5707,606186,,,0
5708,606185,,,0
5709,606175,,,0
5710,606165,,,0
5711,606155,15.0,17.0,0
5712,606153,,,0
5713,606151,,,0
5714,606149,,,1
5715,606136,,,0
5716,606135,,,0
5717,606126,,,0
5718,606102,,,0
5719,606086,,,1
5720,606054,,,1
5721,606053,,,0
5722,606038,,,0
5723,606035,,,1
5724,606028,,,1
5725,605983,,,0
5726,605966,,,0
5727,605931,,,0
5728,605902,,,0
5729,605894,,,1
5730,605884,,,0
5731,605857,,,0
5732,605849,,,1
5733,605839,,,0
5734,605829,,,0
5735,605816,,,0
5736,605805,,,0
5737,605793,,,0
5738,605788,,,0
5739,605787,,,0
5740,605786,,,0
5741,605767,,,1
5742,605755,,,1
5743,605734,,,0
5744,605723,,,1
5745,605722,,,0
5746,605698,,,1
5747,605693,,,1
5748,605681,,,0
5749,605656,,,0
5750,605655,,,0
5751,605654,,,1
5752,605652,,,1
5753,605649,,,0
5754,605638,,,0
5755,605636,,,0
5756,605617,,,0
5757,605606,,,1
5758,605602,,,0
5759,605592,,,0
5760,605588,,,0
5761,605583,,,0
5762,605580,,,0
5763,605566,,,0
5764,605502,,,0
5765,605499,,,0
5766,605487,,,0
5767,605481,,,0
5768,605471,,,1
5769,605469,,,1
5770,605458,,,0
5771,605442,,,0
5772,605434,,,0
5773,605432,,,1
5774,605423,,,0
5775,605419,,,1
5776,605416,,,0
5777,605394,,,1
5778,605375,,,0
5779,605365,,,0
5780,605363,,,0
5781,605351,,,0
5782,605343,,,0
5783,605341,,,1
5784,605335,,,1
5785,605332,,,1
5786,605331,,,0
5787,605328,,,1
5788,605326,,,0
5789,605325,,,0
5790,605320,,,1
5791,605319,,,1
5792,605318,,,1
5793,605316,,,1
5794,605310,,,1
5795,605303,,,1
5796,605302,,,0
5797,605299,,,1
5798,605295,,,0
5799,605291,,,1
5800,605283,15.0,15.0,1
5801,605278,,,1
5802,605275,,,1
5803,605273,,,1
5804,605271,,,1
5805,605267,,,1
5806,605266,,,1
5807,605262,,,1
5808,605259,,,1
5809,605255,,,0
5810,605254,,,0
5811,605251,,,0
5812,605250,,,1
5813,605248,,,0
5814,605242,,,0
5815,605240,,,1
5816,605232,,,0
5817,605230,,,1
5818,605228,,,1
5819,605220,,,1
5820,605219,,,1
5821,605218,,,0
5822,605216,,,1
5823,605214,,,0
5824,605211,,,1
5825,605210,,,1
5826,605206,,,1
5827,605184,,,1
5828,605182,13.0,20.0,0
5829,605175,,,0
5830,605163,,,0
5831,605159,,,0
5832,605156,,,1
5833,605146,,,0
5834,605141,,,0
5835,605134,11.0,19.0,0
5836,605130,,,1
5837,605123,,,1
5838,605118,,,0
5839,605107,,,1
5840,605099,,,1
5841,605097,,,0
5842,605093,,,0
5843,605090,,,0
5844,605086,,,0
5845,605081,,,0
5846,605077,,,0
