,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,matters_most,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,last_notable
3806,623554,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3807,623553,API,Google,0,1,2.0,795,1.0,SMS Sent,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3808,623551,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3809,623549,Landing Page Submission,Direct Traffic,0,0,3.0,151,1.5,Email Opened,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,Email Opened
3810,623548,API,Google,0,1,2.0,1450,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,2,0,Email Opened
3811,623537,Landing Page Submission,Direct Traffic,0,1,3.0,187,3.0,SMS Sent,Oman,"Banking, Investment And Insurance",Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,SMS Sent
3812,623507,Landing Page Submission,Direct Traffic,0,0,2.0,848,2.0,Email Opened,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,1,Email Opened
3813,623498,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3814,623497,Landing Page Submission,Google,0,1,3.0,1353,3.0,SMS Sent,India,Finance Management,Social Media,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,SMS Sent
3815,623494,Landing Page Submission,Organic Search,0,0,2.0,297,2.0,Converted to Lead,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Other Cities of Maharashtra,2,2,1,Modified
3816,623484,API,Olark Chat,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3817,623471,Landing Page Submission,Direct Traffic,0,1,4.0,949,2.0,SMS Sent,India,Finance Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Mumbai,2,2,1,SMS Sent
3818,623467,API,Google,0,0,2.0,138,1.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Email Opened
3819,623457,Landing Page Submission,Direct Traffic,0,0,3.0,138,3.0,Email Opened,India,Operations Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities of Maharashtra,2,2,1,Email Opened
3820,623455,Landing Page Submission,Direct Traffic,0,1,3.0,1049,3.0,Unreachable,Oman,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Potential Lead,Other Cities,2,3,1,Modified
3821,623429,API,Organic Search,0,0,4.0,23,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Email Opened
3822,623427,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,SMS Sent
3823,623426,Landing Page Submission,Google,0,0,3.0,366,3.0,Page Visited on Website,India,Human Resource Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3824,623420,Landing Page Submission,Direct Traffic,0,1,3.0,139,3.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Potential Lead,Thane & Outskirts,2,2,1,Email Opened
3825,623408,Lead Add Form,Reference,0,0,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,Modified
3826,623400,Landing Page Submission,Google,0,0,4.0,1623,4.0,Email Opened,India,Finance Management,Multiple Sources,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
3827,623398,Landing Page Submission,Direct Traffic,0,1,2.0,1271,2.0,SMS Sent,India,Operations Management,Multiple Sources,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,SMS Sent
3828,623383,Landing Page Submission,Direct Traffic,0,0,15.0,415,7.5,Page Visited on Website,India,Travel and Tourism,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
3829,623382,Landing Page Submission,Direct Traffic,0,1,5.0,185,2.5,Email Opened,India,Finance Management,Unknown,Working Professional,Better Career Prospects,0,1,Might be,Unknown,Mumbai,2,2,1,Email Opened
3830,623381,Landing Page Submission,Organic Search,0,0,8.0,164,8.0,Email Opened,India,Retail Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Opened
3831,623380,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3832,623373,Landing Page Submission,Google,0,0,2.0,451,2.0,Converted to Lead,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3833,623366,Landing Page Submission,Direct Traffic,0,0,4.0,298,4.0,SMS Sent,Unknown,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,SMS Sent
3834,623355,Landing Page Submission,Organic Search,0,0,9.0,1211,3.0,Email Opened,India,Healthcare Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Opened
3835,623349,Landing Page Submission,Google,0,1,6.0,320,3.0,Page Visited on Website,India,Human Resource Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Page Visited on Website
3836,623340,API,Google,0,1,4.0,1014,2.0,Page Visited on Website,India,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Unknown,2,2,0,Page Visited on Website
3837,623332,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3838,623297,API,Google,0,1,2.0,1277,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3839,623294,API,Organic Search,0,1,9.0,1310,4.5,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,SMS Sent
3840,623290,Landing Page Submission,Organic Search,0,1,4.0,1264,2.0,SMS Sent,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Tier II Cities,2,2,1,SMS Sent
3841,623265,Landing Page Submission,Google,0,1,7.0,146,3.5,SMS Sent,India,Human Resource Management,Student of SomeSchool,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,SMS Sent
3842,623251,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3843,623223,Landing Page Submission,Direct Traffic,0,0,2.0,326,2.0,Email Opened,India,IT Projects Management,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,Email Opened
3844,623213,Landing Page Submission,Direct Traffic,0,0,10.0,1448,5.0,Email Opened,India,Business Administration,Unknown,Unemployed,Better Career Prospects,1,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3845,623207,API,Organic Search,0,1,3.0,99,3.0,SMS Sent,India,Media and Advertising,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Unknown,2,2,0,SMS Sent
3846,623206,Landing Page Submission,Google,0,0,4.0,326,4.0,Email Opened,India,Finance Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
3847,623198,Landing Page Submission,Organic Search,0,1,7.0,1087,7.0,SMS Sent,India,E-Business,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,0,SMS Sent
3848,623197,API,Google,0,0,2.0,47,2.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3849,623195,Landing Page Submission,Google,0,0,4.0,239,4.0,Email Opened,India,Human Resource Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
3850,623183,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3851,623167,Landing Page Submission,Google,0,1,5.0,1455,5.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Other Cities of Maharashtra,2,2,1,Olark Chat Conversation
3852,623161,Landing Page Submission,Google,0,1,5.0,987,2.5,Email Opened,India,Human Resource Management,Social Media,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Other Metro Cities,2,2,0,Email Opened
3853,623158,Landing Page Submission,Direct Traffic,0,0,2.0,334,2.0,Email Opened,United States,Human Resource Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Metro Cities,2,2,0,Email Opened
3854,623138,Landing Page Submission,Direct Traffic,0,1,2.0,528,2.0,SMS Sent,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,2,1,SMS Sent
3855,623134,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3856,623130,Landing Page Submission,Direct Traffic,0,0,1.0,773,1.0,Converted to Lead,India,Hospitality Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
3857,623118,Landing Page Submission,Direct Traffic,0,0,4.0,190,2.0,Email Opened,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
3858,623114,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Unknown,Working Professional,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Email Opened
3859,623101,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3860,623095,Landing Page Submission,Google,0,0,4.0,34,4.0,Olark Chat Conversation,India,"Banking, Investment And Insurance",Multiple Sources,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3861,623093,Landing Page Submission,Direct Traffic,0,0,2.0,1236,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
3862,623088,API,Google,0,0,2.0,91,1.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3863,623084,Landing Page Submission,Google,0,0,8.0,310,2.67,Page Visited on Website,India,Supply Chain Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,Page Visited on Website
3864,623078,Landing Page Submission,Organic Search,0,0,4.0,645,4.0,Email Opened,India,Healthcare Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,1,Modified
3865,623064,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3866,623056,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3867,623030,API,Olark Chat,0,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3868,622997,Landing Page Submission,Direct Traffic,0,0,1.0,49,1.0,Converted to Lead,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
3869,622995,Landing Page Submission,Direct Traffic,0,0,2.0,79,2.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Student,Better Career Prospects,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,Email Opened
3870,622950,Landing Page Submission,Direct Traffic,0,1,8.0,598,2.0,Email Opened,United States,Operations Management,Other,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Opened
3871,622916,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3872,622914,Landing Page Submission,Direct Traffic,0,0,4.0,492,4.0,Page Visited on Website,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Other Metro Cities,2,2,1,Modified
3873,622875,Landing Page Submission,Direct Traffic,0,0,2.0,160,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Cities,2,2,1,Email Opened
3874,622866,API,Google,0,0,2.0,191,2.0,Email Opened,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Unknown,2,2,0,Email Opened
3875,622859,Landing Page Submission,Direct Traffic,0,1,7.0,1576,7.0,Email Opened,India,"Banking, Investment And Insurance",Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,2,1,Email Opened
3876,622851,API,Olark Chat,0,0,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3877,622840,Landing Page Submission,Direct Traffic,0,0,1.0,273,1.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,1,Modified
3878,622839,Landing Page Submission,Direct Traffic,0,1,9.0,351,1.8,Email Link Clicked,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Thane & Outskirts,2,2,1,Email Link Clicked
3879,622838,Landing Page Submission,Direct Traffic,0,0,2.0,387,2.0,Email Opened,India,Operations Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Modified
3880,622831,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3881,622822,Landing Page Submission,Google,0,1,3.0,130,3.0,SMS Sent,India,Retail Management,Online Search,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Other Cities,2,2,0,SMS Sent
3882,622783,Landing Page Submission,Direct Traffic,0,0,7.0,255,2.33,Page Visited on Website,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Page Visited on Website
3883,622773,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Olark Chat Conversation
3884,622747,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3885,622730,Landing Page Submission,Direct Traffic,0,0,3.0,1625,3.0,Converted to Lead,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,1,Modified
3886,622727,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3887,622726,API,Google,0,0,2.0,344,2.0,Email Opened,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3888,622713,Landing Page Submission,Google,0,0,5.0,88,5.0,SMS Sent,India,IT Projects Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,SMS Sent
3889,622705,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Thane & Outskirts,2,2,0,Email Opened
3890,622701,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Unknown,2,2,0,Modified
3891,622698,Landing Page Submission,Google,0,0,5.0,406,5.0,SMS Sent,India,Finance Management,Online Search,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,0,SMS Sent
3892,622684,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Student of SomeSchool,Thane & Outskirts,2,2,0,Modified
3893,622658,Landing Page Submission,Direct Traffic,0,1,2.0,1366,2.0,Email Opened,India,Human Resource Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Potential Lead,Thane & Outskirts,2,2,1,Email Opened
3894,622655,Landing Page Submission,Google,0,0,2.0,45,2.0,Email Opened,India,Human Resource Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Email Opened
3895,622653,API,Google,0,1,3.0,886,1.5,Page Visited on Website,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3896,622643,Landing Page Submission,Google,0,0,1.0,1403,1.0,Converted to Lead,India,Marketing Management,Online Search,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3897,622642,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3898,622641,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3899,622634,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3900,622631,Landing Page Submission,Google,0,1,5.0,1761,5.0,Email Opened,India,Operations Management,Word Of Mouth,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3901,622630,API,Referral Sites,0,0,3.0,536,3.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3902,622617,Landing Page Submission,Direct Traffic,0,0,4.0,234,4.0,Email Link Clicked,India,Finance Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Thane & Outskirts,2,2,1,Email Link Clicked
3903,622608,Landing Page Submission,Google,0,1,4.0,1266,4.0,Email Opened,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,2,0,Email Opened
3904,622595,API,Google,0,0,3.0,1272,3.0,Converted to Lead,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3905,622584,Landing Page Submission,Direct Traffic,0,0,1.0,36,1.0,Converted to Lead,India,International Business,Unknown,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Mumbai,2,2,1,Modified
3906,622576,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3907,622575,Landing Page Submission,Direct Traffic,0,1,4.0,116,4.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Unknown,2,2,0,SMS Sent
3908,622566,API,Organic Search,0,0,17.0,91,3.6,Page Visited on Website,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Unknown,2,2,0,Page Visited on Website
3909,622564,Landing Page Submission,Direct Traffic,0,1,3.0,1277,3.0,Email Opened,India,Human Resource Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
3910,622545,Landing Page Submission,Google,0,0,4.0,475,4.0,Email Opened,India,IT Projects Management,Multiple Sources,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,0,Email Opened
3911,622543,Landing Page Submission,Organic Search,0,1,3.0,1625,3.0,Email Opened,India,Healthcare Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,1,Email Opened
3912,622534,API,Google,0,1,2.0,727,2.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3913,622529,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3914,622517,Landing Page Submission,Organic Search,0,1,6.0,1073,2.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,SMS Sent
3915,622513,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3916,622512,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3917,622505,Landing Page Submission,Google,0,1,3.0,1399,3.0,SMS Sent,India,Marketing Management,Online Search,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Thane & Outskirts,2,2,0,SMS Sent
3918,622495,Landing Page Submission,Google,0,1,4.0,1136,4.0,Email Opened,India,Human Resource Management,Other,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,2,0,Email Opened
3919,622493,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3920,622488,API,Google,1,0,4.0,420,1.0,Email Bounced,India,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3921,622478,Landing Page Submission,Direct Traffic,0,1,5.0,1320,5.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Unknown,2,2,0,SMS Sent
3922,622472,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3923,622460,Landing Page Submission,Google,0,1,6.0,1069,6.0,SMS Sent,India,Operations Management,Student of SomeSchool,Unemployed,Better Career Prospects,0,0,High in Relevance,Potential Lead,Mumbai,2,2,0,SMS Sent
3924,622433,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3925,622423,Landing Page Submission,Google,0,0,8.0,221,4.0,Email Opened,India,Operations Management,Online Search,Unemployed,Better Career Prospects,0,0,Worst,Other Leads,Mumbai,2,2,0,Email Opened
3926,622413,Landing Page Submission,Direct Traffic,0,1,2.0,1520,2.0,SMS Sent,India,Marketing Management,Unknown,Working Professional,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,1,SMS Sent
3927,622410,Landing Page Submission,Google,0,0,2.0,694,1.0,Unreachable,India,Marketing Management,Unknown,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Mumbai,2,3,1,Modified
3928,622403,Lead Add Form,Unknown,1,0,0.0,44,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3929,622400,Landing Page Submission,Google,0,1,3.0,1137,1.5,SMS Sent,India,Operations Management,Email,Unemployed,Better Career Prospects,0,0,Not Sure,Unknown,Other Metro Cities,2,2,0,SMS Sent
3930,622395,Landing Page Submission,Google,0,0,4.0,74,4.0,Email Opened,India,IT Projects Management,Online Search,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,Email Opened
3931,622385,API,Organic Search,0,0,1.0,299,1.0,Converted to Lead,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3932,622372,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,High in Relevance,Unknown,Unknown,2,2,0,SMS Sent
3933,622371,Landing Page Submission,Direct Traffic,0,1,2.0,1284,2.0,Email Opened,United States,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,Modified
3934,622366,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
3935,622363,API,Google,0,1,2.0,145,1.0,SMS Sent,India,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,SMS Sent
3936,622357,Landing Page Submission,Direct Traffic,0,1,3.0,1218,1.5,Email Opened,India,Marketing Management,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,3,1,Email Opened
3937,622344,Landing Page Submission,Direct Traffic,0,1,2.0,1439,2.0,Email Opened,India,Healthcare Management,Unknown,Working Professional,Better Career Prospects,0,0,Low in Relevance,Dual Specialization Student,Thane & Outskirts,2,2,1,Email Opened
3938,622325,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3939,622322,Landing Page Submission,Direct Traffic,0,0,3.0,4,3.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,Better Career Prospects,0,0,Might be,Potential Lead,Mumbai,2,2,1,Email Opened
3940,622305,API,Google,0,0,3.0,1054,3.0,Email Opened,India,Media and Advertising,Multiple Sources,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Mumbai,2,2,0,Modified
3941,622296,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,Email Opened
3942,622295,API,Google,0,1,4.0,734,4.0,SMS Sent,India,Operations Management,Other,Unemployed,Better Career Prospects,0,0,Might be,Unknown,Mumbai,2,2,0,SMS Sent
3943,622288,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,Better Career Prospects,0,0,Unknown,Unknown,Unknown,2,2,0,Modified
