,lead_number,origin,source,no_email,converted,visits,visit_time,visit_pages,last_activity,country,specialization,hear_about,occupation,search,recommendations,quality,profile,city,activity_index,profile_index,mti_copy,modified
5784,605335,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,1
5785,605332,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5786,605331,API,Olark Chat,1,0,0.0,0,0.0,Email Bounced,Unknown,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,1
5787,605328,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5788,605326,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,1
5789,605325,Landing Page Submission,Google,0,0,4.0,750,4.0,Email Link Clicked,India,Human Resource Management,Online Search,Unknown,0,0,Unknown,Unknown,Other Cities,2,2,0,0
5790,605320,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Supply Chain Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5791,605319,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Operations Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5792,605318,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5793,605316,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5794,605310,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Business Administration,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5795,605303,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5796,605302,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5797,605299,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,2,2,0,0
5798,605295,Landing Page Submission,Google,0,0,9.0,367,2.25,Email Link Clicked,India,Human Resource Management,SMS,Unemployed,0,0,Worst,Other Leads,Mumbai,2,2,0,0
5799,605291,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5800,605283,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5801,605278,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,"Banking, Investment And Insurance",Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5802,605275,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5803,605273,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,International Business,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5804,605271,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5805,605267,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5806,605266,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Operations Management,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,2,2,0,1
5807,605262,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Healthcare Management,Unknown,Working Professional,0,0,Might be,Unknown,Unknown,2,2,0,0
5808,605259,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5809,605255,Landing Page Submission,Google,0,0,3.0,76,3.0,Email Opened,India,Marketing Management,Email,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,0
5810,605254,Lead Add Form,Reference,0,0,0.0,0,0.0,Email Opened,Unknown,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Unknown,2,2,0,0
5811,605251,Landing Page Submission,Google,0,0,4.0,225,4.0,Email Opened,India,Operations Management,Other,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,0
5812,605250,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,0,0,High in Relevance,Potential Lead,Unknown,2,2,0,1
5813,605248,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5814,605242,Landing Page Submission,Direct Traffic,0,0,2.0,219,2.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5815,605240,Lead Add Form,Reference,0,1,2.0,426,2.0,Email Opened,India,IT Projects Management,Student of SomeSchool,Working Professional,0,0,Might be,Potential Lead,Mumbai,2,2,0,0
5816,605232,API,Olark Chat,0,0,3.0,387,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5817,605230,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Marketing Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5818,605228,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,IT Projects Management,Unknown,Unemployed,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5819,605220,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5820,605219,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5821,605218,API,Google,1,0,2.0,176,2.0,Email Bounced,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5822,605216,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,Unknown,Finance Management,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5823,605214,API,Olark Chat,0,0,2.0,31,2.0,Page Visited on Website,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5824,605211,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5825,605210,Lead Add Form,Reference,0,1,0.0,0,0.0,SMS Sent,India,Business Administration,Unknown,Working Professional,0,0,Might be,Potential Lead,Unknown,2,2,0,0
5826,605206,Landing Page Submission,Direct Traffic,0,1,5.0,876,5.0,Email Opened,India,Operations Management,Unknown,Working Professional,0,0,Low in Relevance,Other Leads,Other Cities of Maharashtra,2,2,1,0
5827,605184,Landing Page Submission,Google,0,1,4.0,540,4.0,Email Opened,India,Business Administration,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5828,605182,Landing Page Submission,Direct Traffic,0,0,3.0,62,1.5,SMS Sent,India,Business Administration,Online Search,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,3,0,1
5829,605175,Landing Page Submission,Direct Traffic,0,0,2.0,68,2.0,Email Opened,India,Travel and Tourism,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5830,605163,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5831,605159,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5832,605156,Lead Add Form,Reference,0,1,0.0,373,0.0,Unknown,Unknown,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Other Leads,Mumbai,2,2,0,1
5833,605146,Landing Page Submission,Direct Traffic,1,0,2.0,260,2.0,SMS Sent,India,Business Administration,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5834,605141,API,Google,0,0,2.0,287,2.0,Converted to Lead,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5835,605134,Landing Page Submission,Direct Traffic,0,0,4.0,266,2.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Worst,Potential Lead,Thane & Outskirts,1,3,1,1
5836,605130,Landing Page Submission,Organic Search,0,1,4.0,991,4.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,2,0,0
5837,605123,Landing Page Submission,Direct Traffic,0,1,4.0,1628,4.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,2,2,1,0
5838,605118,Landing Page Submission,Direct Traffic,0,0,1.0,485,1.0,Converted to Lead,India,Operations Management,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Other Metro Cities,2,2,1,1
5839,605107,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5840,605099,Lead Add Form,Unknown,0,1,0.0,506,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5841,605097,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5842,605093,API,Olark Chat,0,0,1.0,329,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5843,605090,Landing Page Submission,Direct Traffic,0,0,2.0,216,2.0,SMS Sent,India,Supply Chain Management,Unknown,Unemployed,0,0,Worst,Unknown,Other Metro Cities,2,2,1,0
5844,605086,Landing Page Submission,Google,0,0,9.0,246,3.0,SMS Sent,India,Finance Management,Online Search,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,0,0
5845,605081,Landing Page Submission,Direct Traffic,0,0,2.0,1420,2.0,Email Opened,India,Supply Chain Management,Unknown,Student,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,0
5846,605077,Landing Page Submission,Direct Traffic,0,0,2.0,253,2.0,Email Opened,India,IT Projects Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5847,605074,Landing Page Submission,Direct Traffic,0,0,2.0,334,2.0,SMS Sent,India,Finance Management,Unknown,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,1,0
5848,605073,Landing Page Submission,Direct Traffic,0,0,4.0,329,2.0,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,0,0,Worst,Unknown,Mumbai,2,2,0,0
5849,605065,Landing Page Submission,Direct Traffic,0,0,4.0,29,2.0,Email Opened,United States,Supply Chain Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
5850,605056,Landing Page Submission,Direct Traffic,0,0,2.0,34,2.0,Email Opened,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5851,605055,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5852,605048,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5853,605030,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5854,605027,API,Organic Search,0,1,5.0,247,5.0,SMS Sent,India,Unknown,Unknown,Unemployed,0,0,High in Relevance,Unknown,Unknown,2,2,0,0
5855,605015,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5856,605006,Lead Add Form,Reference,0,1,0.0,304,0.0,Unknown,Unknown,Human Resource Management,Unknown,Working Professional,0,0,Low in Relevance,Potential Lead,Thane & Outskirts,2,2,0,1
5857,605001,Landing Page Submission,Direct Traffic,0,0,2.0,217,2.0,Email Opened,India,Operations Management,Unknown,Student,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,0
5858,604992,Landing Page Submission,Google,0,1,2.0,1139,2.0,Email Opened,India,Marketing Management,Online Search,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities,2,2,0,0
5859,604986,API,Organic Search,0,0,6.0,198,6.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5860,604984,Landing Page Submission,Direct Traffic,0,1,8.0,411,2.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,0,0,Might be,Potential Lead,Mumbai,2,2,1,1
5861,604980,Landing Page Submission,Direct Traffic,0,0,3.0,62,3.0,Email Opened,India,Healthcare Management,Unknown,Unemployed,0,0,Unknown,Unknown,Other Metro Cities,2,2,1,0
5862,604969,Landing Page Submission,Organic Search,0,1,11.0,1549,1.57,Olark Chat Conversation,India,Hospitality Management,Online Search,Unemployed,0,0,High in Relevance,Potential Lead,Mumbai,3,2,1,1
5863,604965,Landing Page Submission,Google,0,0,4.0,185,4.0,Email Opened,India,Business Administration,Other,Unemployed,0,0,Not Sure,Unknown,Other Cities of Maharashtra,2,2,0,0
5864,604939,API,Olark Chat,1,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5865,604935,Landing Page Submission,Google,1,0,5.0,36,2.5,Page Visited on Website,India,E-COMMERCE,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
5866,604928,API,Olark Chat,0,0,5.0,1291,1.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5867,604919,API,Olark Chat,0,0,0.0,0,0.0,Email Link Clicked,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5868,604908,Landing Page Submission,Organic Search,0,1,10.0,1537,9.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,0,0,High in Relevance,Potential Lead,Other Cities of Maharashtra,2,2,1,0
5869,604906,API,Olark Chat,0,1,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,3,2,0,0
5870,604905,Landing Page Submission,Google,0,0,3.0,203,1.5,Form Submitted on Website,India,Human Resource Management,Online Search,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5871,604900,Landing Page Submission,Organic Search,0,0,9.0,1309,4.5,Email Opened,India,Supply Chain Management,Unknown,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,1,2,1,0
5872,604887,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,SMS Sent,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5873,604886,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5874,604883,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5875,604875,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5876,604873,Landing Page Submission,Direct Traffic,0,0,9.0,63,4.5,Olark Chat Conversation,India,Marketing Management,Unknown,Student,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,1
5877,604872,Landing Page Submission,Direct Traffic,0,0,3.0,1709,3.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5878,604856,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5879,604851,Landing Page Submission,Google,0,0,5.0,14,5.0,Email Opened,India,Finance Management,Student of SomeSchool,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,0,0
5880,604849,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5881,604843,API,Google,0,0,2.0,89,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5882,604840,Lead Add Form,Welingak Website,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5883,604832,Landing Page Submission,Direct Traffic,0,0,2.0,154,2.0,SMS Sent,India,E-COMMERCE,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5884,604821,Landing Page Submission,Direct Traffic,0,0,3.0,142,3.0,Email Opened,India,Marketing Management,Unknown,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,2,2,1,0
5885,604797,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,1
5886,604796,Landing Page Submission,Direct Traffic,1,0,1.0,150,1.0,Email Bounced,India,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,1
5887,604743,Landing Page Submission,Direct Traffic,1,0,1.0,119,1.0,Email Bounced,India,E-COMMERCE,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Mumbai,2,2,0,1
5888,604739,Landing Page Submission,Direct Traffic,0,0,2.0,45,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5889,604730,Landing Page Submission,Organic Search,0,1,9.0,995,4.5,Email Opened,India,Travel and Tourism,Unknown,Unemployed,0,0,Might be,Potential Lead,Mumbai,2,2,1,0
5890,604722,Landing Page Submission,Direct Traffic,1,0,5.0,1400,5.0,Page Visited on Website,United Kingdom,IT Projects Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5891,604721,Landing Page Submission,Direct Traffic,1,0,1.0,70,1.0,Email Bounced,United Kingdom,IT Projects Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,1
5892,604717,Landing Page Submission,Direct Traffic,0,1,3.0,1492,1.5,Email Opened,India,International Business,Unknown,Unemployed,0,0,Low in Relevance,Other Leads,Other Metro Cities,2,2,1,0
5893,604710,Landing Page Submission,Direct Traffic,0,0,2.0,532,2.0,Email Opened,Saudi Arabia,International Business,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5894,604700,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5895,604698,Landing Page Submission,Google,0,1,3.0,552,3.0,SMS Sent,India,Media and Advertising,Multiple Sources,Unemployed,0,0,Might be,Potential Lead,Mumbai,2,2,0,0
5896,604692,Landing Page Submission,Organic Search,0,1,3.0,1382,3.0,SMS Sent,India,Operations Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5897,604690,Landing Page Submission,Direct Traffic,1,0,1.0,124,1.0,Email Bounced,India,Rural and Agribusiness,Unknown,Unknown,0,0,Unknown,Unknown,Tier II Cities,2,2,0,1
5898,604688,Landing Page Submission,Direct Traffic,1,0,1.0,322,1.0,Email Bounced,India,Rural and Agribusiness,Unknown,Unknown,0,0,Unknown,Unknown,Tier II Cities,2,2,0,1
5899,604651,Landing Page Submission,Direct Traffic,0,0,2.0,382,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,0
5900,604622,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5901,604620,API,Organic Search,0,0,16.0,248,5.33,Email Opened,India,Travel and Tourism,Unknown,Unemployed,0,0,Unknown,Unknown,Thane & Outskirts,2,2,1,0
5902,604618,Landing Page Submission,Organic Search,1,0,6.0,197,6.0,Email Bounced,India,Operations Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,1
5903,604613,Landing Page Submission,Direct Traffic,0,0,4.0,517,2.0,Page Visited on Website,India,IT Projects Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5904,604612,Landing Page Submission,Organic Search,1,0,3.0,396,3.0,Page Visited on Website,India,Travel and Tourism,Unknown,Unemployed,0,0,Might be,Unknown,Other Cities,2,2,1,0
5905,604604,Landing Page Submission,Direct Traffic,0,0,4.0,241,2.0,SMS Sent,India,"Banking, Investment And Insurance",Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5906,604600,Landing Page Submission,Direct Traffic,0,0,2.0,739,2.0,Converted to Lead,India,Finance Management,Unknown,Unemployed,0,0,Worst,Student of SomeSchool,Mumbai,2,2,1,1
5907,604585,Landing Page Submission,Direct Traffic,0,0,3.0,1417,3.0,SMS Sent,India,Marketing Management,Unknown,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,1,0
5908,604582,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,1
5909,604536,Landing Page Submission,Direct Traffic,1,0,3.0,317,3.0,SMS Sent,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5910,604532,Landing Page Submission,Direct Traffic,1,0,2.0,93,2.0,Page Visited on Website,India,Operations Management,Unknown,Unemployed,0,0,Worst,Unknown,Tier II Cities,2,2,1,1
5911,604499,Lead Add Form,Reference,0,1,0.0,182,0.0,Unknown,Unknown,Unknown,Unknown,Unemployed,0,0,Low in Relevance,Other Leads,Mumbai,2,2,0,1
5912,604494,Landing Page Submission,Direct Traffic,0,0,2.0,67,2.0,Email Opened,India,Finance Management,Unknown,Unemployed,0,0,Worst,Other Leads,Mumbai,2,2,1,0
5913,604469,Landing Page Submission,Organic Search,0,1,8.0,931,2.0,SMS Sent,India,Human Resource Management,Advertisements,Unemployed,0,0,Might be,Unknown,Mumbai,2,2,0,0
5914,604462,Landing Page Submission,Google,0,1,3.0,873,3.0,Email Opened,India,Marketing Management,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,1
5915,604460,Landing Page Submission,Organic Search,0,1,15.0,1603,9.0,SMS Sent,India,Media and Advertising,Unknown,Unemployed,0,0,Might be,Potential Lead,Other Metro Cities,2,2,1,0
5916,604456,API,Olark Chat,0,1,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5917,604437,Landing Page Submission,Direct Traffic,1,0,5.0,32,5.0,Page Visited on Website,India,Finance Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5918,604431,API,Olark Chat,0,0,0.0,0,0.0,Email Opened,Unknown,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5919,604428,Landing Page Submission,Google,0,0,3.0,118,3.0,Email Opened,United States,IT Projects Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5920,604412,Landing Page Submission,Google,0,0,3.0,828,3.0,SMS Sent,India,E-COMMERCE,Unknown,Unemployed,0,0,Not Sure,Unknown,Other Cities,2,2,1,0
5921,604411,Lead Add Form,Reference,0,1,0.0,1385,0.0,Unknown,Unknown,Marketing Management,Unknown,Working Professional,0,0,Low in Relevance,Student of SomeSchool,Other Cities,2,2,0,1
5922,604409,Landing Page Submission,Direct Traffic,0,0,2.0,222,2.0,Page Visited on Website,India,Supply Chain Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5923,604407,Landing Page Submission,Google,0,0,3.0,398,3.0,SMS Sent,India,Human Resource Management,Unknown,Unemployed,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5924,604406,API,Google,0,0,2.0,890,2.0,Email Opened,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5925,604404,Landing Page Submission,Organic Search,1,0,8.0,27,8.0,Page Visited on Website,India,Finance Management,Unknown,Unemployed,0,0,Worst,Other Leads,Mumbai,2,2,1,1
5926,604403,Landing Page Submission,Google,0,0,6.0,46,2.0,SMS Sent,India,Marketing Management,Online Search,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,0,1
5927,604391,Landing Page Submission,Google,0,0,13.0,62,2.17,Page Visited on Website,India,Media and Advertising,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,0
5928,604390,API,Olark Chat,0,0,0.0,0,0.0,Olark Chat Conversation,Unknown,Unknown,Unknown,Unemployed,0,0,Worst,Other Leads,Unknown,2,2,0,1
5929,604385,API,Google,0,0,2.0,178,1.0,Olark Chat Conversation,India,Unknown,Unknown,Unknown,0,0,Unknown,Unknown,Unknown,2,2,0,0
5930,604384,API,Organic Search,0,0,4.0,635,4.0,Olark Chat Conversation,India,Unknown,Unknown,Unemployed,0,0,Unknown,Unknown,Unknown,2,2,0,0
5931,604363,Landing Page Submission,Direct Traffic,0,1,3.0,1277,3.0,SMS Sent,India,Operations Management,Student of SomeSchool,Unknown,0,0,Unknown,Unknown,Thane & Outskirts,2,2,0,0
5932,604359,Landing Page Submission,Google,0,1,4.0,1221,4.0,SMS Sent,India,Human Resource Management,Other,Unemployed,0,0,Might be,Unknown,Thane & Outskirts,2,2,0,0
5933,604344,Landing Page Submission,Direct Traffic,0,1,2.0,1900,2.0,Email Opened,India,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Other Leads,Mumbai,2,2,1,0
5934,604323,Landing Page Submission,Google,0,0,2.0,340,2.0,SMS Sent,India,Human Resource Management,Word Of Mouth,Unemployed,0,0,Not Sure,Unknown,Mumbai,2,2,0,0
5935,604321,Landing Page Submission,Google,0,0,4.0,128,4.0,Email Link Clicked,India,Hospitality Management,Online Search,Unemployed,0,0,Worst,Other Leads,Tier II Cities,2,2,0,0
5936,604317,Landing Page Submission,Organic Search,1,0,8.0,74,8.0,Page Visited on Website,United States,Marketing Management,Unknown,Unknown,0,0,Unknown,Unknown,Mumbai,2,2,1,1
5937,604307,Lead Add Form,Reference,0,1,0.0,0,0.0,Email Opened,Unknown,Finance Management,Unknown,Working Professional,0,0,Low in Relevance,Other Leads,Mumbai,2,2,0,0
